concept_IRI,canonical_label,kind_role,semantic_type,canonical_gloss,concise_form,pedagogical_form,expert_form,document_role_form,domain_tags,source_provenance
http://cll.niimm.ksu.ru/ontologies/mathematics#E409,Characteristic problem,kind,scalar,"Characteristic problem: A Characteristic problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Characteristic problem: A Characteristic problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of characteristic problem as a Characteristic problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Characteristic problem denotes a Characteristic problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, characteristic problem usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E407,Adjoint problem,kind,scalar,"Adjoint problem: An Adjoint problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Adjoint problem: An Adjoint problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of adjoint problem as an Adjoint problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Adjoint problem denotes an Adjoint problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, adjoint problem usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E408,Control problem,kind,scalar,"Control problem: A Control problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Control problem: A Control problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of control problem as a Control problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Control problem denotes a Control problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, control problem usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E1831,Probability theorem,kind,scalar,"Probability theorem: A Probability theorem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Probability theorem: A Probability theorem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of probability theorem as a Probability theorem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Probability theorem denotes a Probability theorem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, probability theorem usually signals a scalar concept with provenance from OntoMathPRO.",statistics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E1832,Almost certain version,kind,scalar,"Almost certain version: An Almost certain version is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Almost certain version: An Almost certain version is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of almost certain version as an Almost certain version is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Almost certain version denotes an Almost certain version is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, almost certain version usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E1833,The law of large numbers,kind,scalar,"The law of large numbers: A The law of large numbers is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","The law of large numbers: A The law of large numbers is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of the law of large numbers as a The law of large numbers is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","The law of large numbers denotes a The law of large numbers is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, the law of large numbers usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E1834,Strong law of large numbers,kind,scalar,"Strong law of large numbers: A Strong law of large numbers is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Strong law of large numbers: A Strong law of large numbers is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of strong law of large numbers as a Strong law of large numbers is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Strong law of large numbers denotes a Strong law of large numbers is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, strong law of large numbers usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2179,One-element group,kind,set,"One-element group: An One-element group is a set-theoretic concept used to describe collections, membership, or containment.","One-element group: An One-element group is a set-theoretic concept used to describe collections, membership, or containment.","Think of one-element group as an One-element group is a set-theoretic concept used to describe collections, membership, or containment.","One-element group denotes an One-element group is a set-theoretic concept used to describe collections, membership, or containment.","In a mathematical document, one-element group usually signals a set concept with provenance from OntoMathPRO.",algebra; set-theory,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2176,Group of degree N,kind,scalar,"Group of degree N: A Group of degree N is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Group of degree N: A Group of degree N is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of group of degree n as a Group of degree N is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Group of degree N denotes a Group of degree N is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, group of degree n usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2177,Character group,kind,scalar,"Character group: A Character group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Character group: A Character group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of character group as a Character group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Character group denotes a Character group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, character group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2171,Permutation group,kind,scalar,"Permutation group: A Permutation group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Permutation group: A Permutation group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of permutation group as a Permutation group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Permutation group denotes a Permutation group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, permutation group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E410,Extremum problem,kind,scalar,"Extremum problem: An Extremum problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Extremum problem: An Extremum problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of extremum problem as an Extremum problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Extremum problem denotes an Extremum problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, extremum problem usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E411,Contiguous extremum problem,kind,scalar,"Contiguous extremum problem: A Contiguous extremum problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Contiguous extremum problem: A Contiguous extremum problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of contiguous extremum problem as a Contiguous extremum problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Contiguous extremum problem denotes a Contiguous extremum problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, contiguous extremum problem usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E412,Numerical analysis theoretical problem,kind,scalar,"Numerical analysis theoretical problem: A Numerical analysis theoretical problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Numerical analysis theoretical problem: A Numerical analysis theoretical problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of numerical analysis theoretical problem as a Numerical analysis theoretical problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Numerical analysis theoretical problem denotes a Numerical analysis theoretical problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, numerical analysis theoretical problem usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E414,Optimal control problems,kind,scalar,"Optimal control problems: An Optimal control problems is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Optimal control problems: An Optimal control problems is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of optimal control problems as an Optimal control problems is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Optimal control problems denotes an Optimal control problems is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, optimal control problems usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E415,Approximation to function,kind,function,Approximation to function: An Approximation to function is a mathematical function concept that associates inputs with outputs according to a rule.,Approximation to function: An Approximation to function is a mathematical function concept that associates inputs with outputs according to a rule.,Think of approximation to function as an Approximation to function is a mathematical function concept that associates inputs with outputs according to a rule.,Approximation to function denotes an Approximation to function is a mathematical function concept that associates inputs with outputs according to a rule.,"In a mathematical document, approximation to function usually signals a function concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2149,Free Abelian group,kind,scalar,"Free Abelian group: A Free Abelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Free Abelian group: A Free Abelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of free abelian group as a Free Abelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Free Abelian group denotes a Free Abelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, free abelian group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2148,Absolutely decomposable Abelian group,kind,scalar,"Absolutely decomposable Abelian group: An Absolutely decomposable Abelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Absolutely decomposable Abelian group: An Absolutely decomposable Abelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of absolutely decomposable abelian group as an Absolutely decomposable Abelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Absolutely decomposable Abelian group denotes an Absolutely decomposable Abelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, absolutely decomposable abelian group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2147,Algebraically compact Abelian group,kind,scalar,"Algebraically compact Abelian group: An Algebraically compact Abelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Algebraically compact Abelian group: An Algebraically compact Abelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of algebraically compact abelian group as an Algebraically compact Abelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Algebraically compact Abelian group denotes an Algebraically compact Abelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, algebraically compact abelian group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2146,Abelian group,kind,scalar,"Abelian group: An Abelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Abelian group: An Abelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of abelian group as an Abelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Abelian group denotes an Abelian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, abelian group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2141,Eulerian number,kind,scalar,"Eulerian number: An Eulerian number is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Eulerian number: An Eulerian number is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of eulerian number as an Eulerian number is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Eulerian number denotes an Eulerian number is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, eulerian number usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2140,Integer pi,kind,scalar,"Integer pi: An Integer pi is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Integer pi: An Integer pi is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of integer pi as an Integer pi is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Integer pi denotes an Integer pi is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, integer pi usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2145,Group,kind,scalar,"Group: A Group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Group: A Group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of group as a Group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Group denotes a Group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2144,Algebraic system,kind,scalar,"Algebraic system: An Algebraic system is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Algebraic system: An Algebraic system is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of algebraic system as an Algebraic system is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Algebraic system denotes an Algebraic system is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, algebraic system usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2143,Element of the theory of algebra,kind,set,"Element of the theory of algebra: An Element of the theory of algebra is a set-theoretic concept used to describe collections, membership, or containment.","Element of the theory of algebra: An Element of the theory of algebra is a set-theoretic concept used to describe collections, membership, or containment.","Think of element of the theory of algebra as an Element of the theory of algebra is a set-theoretic concept used to describe collections, membership, or containment.","Element of the theory of algebra denotes an Element of the theory of algebra is a set-theoretic concept used to describe collections, membership, or containment.","In a mathematical document, element of the theory of algebra usually signals a set concept with provenance from OntoMathPRO.",set-theory,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E420,Data condensation,kind,scalar,"Data condensation: A Data condensation is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Data condensation: A Data condensation is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of data condensation as a Data condensation is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Data condensation denotes a Data condensation is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, data condensation usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2142,Transfinite number,kind,scalar,"Transfinite number: A Transfinite number is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Transfinite number: A Transfinite number is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of transfinite number as a Transfinite number is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Transfinite number denotes a Transfinite number is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, transfinite number usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E423,Computational investigation electrodynamic problems,kind,scalar,"Computational investigation electrodynamic problems: A Computational investigation electrodynamic problems is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Computational investigation electrodynamic problems: A Computational investigation electrodynamic problems is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of computational investigation electrodynamic problems as a Computational investigation electrodynamic problems is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Computational investigation electrodynamic problems denotes a Computational investigation electrodynamic problems is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, computational investigation electrodynamic problems usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E424,Computational solution rigid types,kind,scalar,"Computational solution rigid types: A Computational solution rigid types is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Computational solution rigid types: A Computational solution rigid types is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of computational solution rigid types as a Computational solution rigid types is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Computational solution rigid types denotes a Computational solution rigid types is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, computational solution rigid types usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E421,Tabular differentiation,kind,operator,Tabular differentiation: A Tabular differentiation is a mathematical operation or operator that transforms one or more inputs into a result.,Tabular differentiation: A Tabular differentiation is a mathematical operation or operator that transforms one or more inputs into a result.,Think of tabular differentiation as a Tabular differentiation is a mathematical operation or operator that transforms one or more inputs into a result.,Tabular differentiation denotes a Tabular differentiation is a mathematical operation or operator that transforms one or more inputs into a result.,"In a mathematical document, tabular differentiation usually signals a operator concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E422,Tabular integration,kind,operator,Tabular integration: A Tabular integration is a mathematical operation or operator that transforms one or more inputs into a result.,Tabular integration: A Tabular integration is a mathematical operation or operator that transforms one or more inputs into a result.,Think of tabular integration as a Tabular integration is a mathematical operation or operator that transforms one or more inputs into a result.,Tabular integration denotes a Tabular integration is a mathematical operation or operator that transforms one or more inputs into a result.,"In a mathematical document, tabular integration usually signals a operator concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E427,Computational solution of Cauchy problem,kind,scalar,"Computational solution of Cauchy problem: A Computational solution of Cauchy problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Computational solution of Cauchy problem: A Computational solution of Cauchy problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of computational solution of cauchy problem as a Computational solution of Cauchy problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Computational solution of Cauchy problem denotes a Computational solution of Cauchy problem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, computational solution of cauchy problem usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E428,Computational solution of integral equation,kind,operator,"Computational solution of integral equation: Kress R. Linear Integral Equations. - Springer-Verlag, 1988.","Computational solution of integral equation: Kress R. Linear Integral Equations. - Springer-Verlag, 1988.","Think of computational solution of integral equation as kress R. Linear Integral Equations. - Springer-Verlag, 1988.","Computational solution of integral equation denotes kress R. Linear Integral Equations. - Springer-Verlag, 1988.","In a mathematical document, computational solution of integral equation usually signals a operator concept with provenance from OntoMathPRO.",calculus; algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E426,Computational solution diffusion problems,kind,scalar,"Computational solution diffusion problems: A Computational solution diffusion problems is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Computational solution diffusion problems: A Computational solution diffusion problems is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of computational solution diffusion problems as a Computational solution diffusion problems is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Computational solution diffusion problems denotes a Computational solution diffusion problems is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, computational solution diffusion problems usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E429,Computational solution of Fredholm integral equation of second kind,kind,operator,Computational solution of Fredholm integral equation of second kind: A Computational solution of Fredholm integral equation of second kind is a mathematical operation or operator that transforms one or more inputs into a result.,Computational solution of Fredholm integral equation of second kind: A Computational solution of Fredholm integral equation of second kind is a mathematical operation or operator that transforms one or more inputs into a result.,Think of computational solution of fredholm integral equation of second kind as a Computational solution of Fredholm integral equation of second kind is a mathematical operation or operator that transforms one or more inputs into a result.,Computational solution of Fredholm integral equation of second kind denotes a Computational solution of Fredholm integral equation of second kind is a mathematical operation or operator that transforms one or more inputs into a result.,"In a mathematical document, computational solution of fredholm integral equation of second kind usually signals a operator concept with provenance from OntoMathPRO.",calculus; algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2158,Automorphism group,kind,scalar,"Automorphism group: An Automorphism group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Automorphism group: An Automorphism group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of automorphism group as an Automorphism group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Automorphism group denotes an Automorphism group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, automorphism group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2157,Fibonacci group,kind,scalar,"Fibonacci group: A Fibonacci group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Fibonacci group: A Fibonacci group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of fibonacci group as a Fibonacci group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Fibonacci group denotes a Fibonacci group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, fibonacci group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2159,Group without torsion,kind,scalar,"Group without torsion: A Group without torsion is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Group without torsion: A Group without torsion is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of group without torsion as a Group without torsion is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Group without torsion denotes a Group without torsion is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, group without torsion usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2150,Additive group,kind,scalar,"Additive group: An Additive group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Additive group: An Additive group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of additive group as an Additive group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Additive group denotes an Additive group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, additive group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2152,Artinian group,kind,scalar,"Artinian group: An Artinian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Artinian group: An Artinian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of artinian group as an Artinian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Artinian group denotes an Artinian group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, artinian group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2151,Algebraically closed group,kind,scalar,"Algebraically closed group: An Algebraically closed group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Algebraically closed group: An Algebraically closed group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of algebraically closed group as an Algebraically closed group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Algebraically closed group denotes an Algebraically closed group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, algebraically closed group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2154,Infinite group,kind,scalar,"Infinite group: An Infinite group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Infinite group: An Infinite group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of infinite group as an Infinite group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Infinite group denotes an Infinite group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, infinite group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E430,Computational solution of Fredholm integral equation of first kind,kind,operator,Computational solution of Fredholm integral equation of first kind: A Computational solution of Fredholm integral equation of first kind is a mathematical operation or operator that transforms one or more inputs into a result.,Computational solution of Fredholm integral equation of first kind: A Computational solution of Fredholm integral equation of first kind is a mathematical operation or operator that transforms one or more inputs into a result.,Think of computational solution of fredholm integral equation of first kind as a Computational solution of Fredholm integral equation of first kind is a mathematical operation or operator that transforms one or more inputs into a result.,Computational solution of Fredholm integral equation of first kind denotes a Computational solution of Fredholm integral equation of first kind is a mathematical operation or operator that transforms one or more inputs into a result.,"In a mathematical document, computational solution of fredholm integral equation of first kind usually signals a operator concept with provenance from OntoMathPRO.",calculus; algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2153,Archimedean group,kind,scalar,"Archimedean group: An Archimedean group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Archimedean group: An Archimedean group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of archimedean group as an Archimedean group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Archimedean group denotes an Archimedean group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, archimedean group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2156,Whitehead group,kind,scalar,"Whitehead group: A Whitehead group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Whitehead group: A Whitehead group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of whitehead group as a Whitehead group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Whitehead group denotes a Whitehead group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, whitehead group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E2155,Klein group,kind,scalar,"Klein group: A Klein group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Klein group: A Klein group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of klein group as a Klein group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Klein group denotes a Klein group is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, klein group usually signals a scalar concept with provenance from OntoMathPRO.",algebra,OntoMathPRO
http://cll.niimm.ksu.ru/ontologies/mathematics#E1879,Schauder theorem,kind,scalar,"Schauder theorem: A Schauder theorem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Schauder theorem: A Schauder theorem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Think of schauder theorem as a Schauder theorem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","Schauder theorem denotes a Schauder theorem is a mathematical concept used as a named object, value, or quantity in formal mathematical discourse.","In a mathematical document, schauder theorem usually signals a scalar concept with provenance from OntoMathPRO.",general-mathematics,OntoMathPRO
