symbol_rank,symbol,symbol_frequency,arxiv_id,categories,text_source,matched_text,usage_context,extraction_rule,concept_IRI,canonical_label,domain_tags,source_provenance,source_status,start_char,end_char
88,\vert,4,2606.19123v1,math.DG,title_abstract,\vert,"Positive Mass Theorem for Continuous Metrics Let $g$ be a continuous metric on $\mathbb R^3$ which is asymptotically flat in the sense that $\vert g_{ij}(x) - δ_{ij}\vert = O(\vert x\vert^{-τ})$ for some $τ> \frac{1}{2}$. Further assume that $g$ can be uniformly approximated on compact sets by smooth metrics with almost non-negative scalar curvature. For such a metric $g$, we define a synthetic ADM mass $m(g)$ using harmonic functions.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.19123v1,metadata_abstract,184,189
17,\frac,32,2606.19123v1,math.DG,title_abstract,\frac,"Positive Mass Theorem for Continuous Metrics Let $g$ be a continuous metric on $\mathbb R^3$ which is asymptotically flat in the sense that $\vert g_{ij}(x) - δ_{ij}\vert = O(\vert x\vert^{-τ})$ for some $τ> \frac{1}{2}$. Further assume that $g$ can be uniformly approximated on compact sets by smooth metrics with almost non-negative scalar curvature. For such a metric $g$, we define a synthetic ADM mass $m(g)$ using harmonic functions.",spaCy MathEntRuler entity,http://example.org/mathkg/Division,Division,general-mathematics,https://arxiv.org/pdf/2606.19123v1,metadata_abstract,210,215
29,g,22,2606.19123v1,math.DG,title_abstract,g,"Positive Mass Theorem for Continuous Metrics Let $g$ be a continuous metric on $\mathbb R^3$ which is asymptotically flat in the sense that $\vert g_{ij}(x) - δ_{ij}\vert = O(\vert x\vert^{-τ})$ for some $τ> \frac{1}{2}$. Further assume that $g$ can be uniformly approximated on compact sets by smooth metrics with almost non-negative scalar curvature. For such a metric $g$, we define a synthetic ADM mass $m(g)$ using harmonic functions. The harmonic mass $m(g)$ coincides with the usual ADM mass whenever $g$ is smooth and decays rapidly enough that the latter is defined.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19123v1,metadata_abstract,245,246
29,g,22,2606.19123v1,math.DG,title_abstract,g,"Positive Mass Theorem for Continuous Metrics Let $g$ be a continuous metric on $\mathbb R^3$ which is asymptotically flat in the sense that $\vert g_{ij}(x) - δ_{ij}\vert = O(\vert x\vert^{-τ})$ for some $τ> \frac{1}{2}$. Further assume that $g$ can be uniformly approximated on compact sets by smooth metrics with almost non-negative scalar curvature. For such a metric $g$, we define a synthetic ADM mass $m(g)$ using harmonic functions. The harmonic mass $m(g)$ coincides with the usual ADM mass whenever $g$ is smooth and decays rapidly enough that the latter is defined. The harmonic mass can also be computed as a limit of the $C^0$ local mass introduced by Burkhardt-Guim.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19123v1,metadata_abstract,374,375
29,g,22,2606.19123v1,math.DG,title_abstract,g,"Positive Mass Theorem for Continuous Metrics Let $g$ be a continuous metric on $\mathbb R^3$ which is asymptotically flat in the sense that $\vert g_{ij}(x) - δ_{ij}\vert = O(\vert x\vert^{-τ})$ for some $τ> \frac{1}{2}$. Further assume that $g$ can be uniformly approximated on compact sets by smooth metrics with almost non-negative scalar curvature. For such a metric $g$, we define a synthetic ADM mass $m(g)$ using harmonic functions. The harmonic mass $m(g)$ coincides with the usual ADM mass whenever $g$ is smooth and decays rapidly enough that the latter is defined. The harmonic mass can also be computed as a limit of the $C^0$ local mass introduced by Burkhardt-Guim.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19123v1,metadata_abstract,412,413
29,g,22,2606.19123v1,math.DG,title_abstract,g,"Further assume that $g$ can be uniformly approximated on compact sets by smooth metrics with almost non-negative scalar curvature. For such a metric $g$, we define a synthetic ADM mass $m(g)$ using harmonic functions. The harmonic mass $m(g)$ coincides with the usual ADM mass whenever $g$ is smooth and decays rapidly enough that the latter is defined. The harmonic mass can also be computed as a limit of the $C^0$ local mass introduced by Burkhardt-Guim. Our main result is a positive mass theorem: the harmonic mass satisfies $m(g)\geq 0$ and if $m(g) = 0$ then $g$ is flat.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19123v1,metadata_abstract,463,464
29,g,22,2606.19123v1,math.DG,title_abstract,g,"Further assume that $g$ can be uniformly approximated on compact sets by smooth metrics with almost non-negative scalar curvature. For such a metric $g$, we define a synthetic ADM mass $m(g)$ using harmonic functions. The harmonic mass $m(g)$ coincides with the usual ADM mass whenever $g$ is smooth and decays rapidly enough that the latter is defined. The harmonic mass can also be computed as a limit of the $C^0$ local mass introduced by Burkhardt-Guim. Our main result is a positive mass theorem: the harmonic mass satisfies $m(g)\geq 0$ and if $m(g) = 0$ then $g$ is flat.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19123v1,metadata_abstract,511,512
14,C,37,2606.19123v1,math.DG,title_abstract,C,"For such a metric $g$, we define a synthetic ADM mass $m(g)$ using harmonic functions. The harmonic mass $m(g)$ coincides with the usual ADM mass whenever $g$ is smooth and decays rapidly enough that the latter is defined. The harmonic mass can also be computed as a limit of the $C^0$ local mass introduced by Burkhardt-Guim. Our main result is a positive mass theorem: the harmonic mass satisfies $m(g)\geq 0$ and if $m(g) = 0$ then $g$ is flat.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19123v1,metadata_abstract,636,637
37,\geq,19,2606.19123v1,math.DG,title_abstract,\geq,The harmonic mass $m(g)$ coincides with the usual ADM mass whenever $g$ is smooth and decays rapidly enough that the latter is defined. The harmonic mass can also be computed as a limit of the $C^0$ local mass introduced by Burkhardt-Guim. Our main result is a positive mass theorem: the harmonic mass satisfies $m(g)\geq 0$ and if $m(g) = 0$ then $g$ is flat.,spaCy MathEntRuler entity,http://cll.niimm.ksu.ru/ontologies/mathematics#E1202,Inequality,logic,https://arxiv.org/pdf/2606.19123v1,metadata_abstract,759,763
29,g,22,2606.19123v1,math.DG,title_abstract,g,The harmonic mass $m(g)$ coincides with the usual ADM mass whenever $g$ is smooth and decays rapidly enough that the latter is defined. The harmonic mass can also be computed as a limit of the $C^0$ local mass introduced by Burkhardt-Guim. Our main result is a positive mass theorem: the harmonic mass satisfies $m(g)\geq 0$ and if $m(g) = 0$ then $g$ is flat.,spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19123v1,metadata_abstract,777,778
29,g,22,2606.19123v1,math.DG,title_abstract,g,The harmonic mass $m(g)$ coincides with the usual ADM mass whenever $g$ is smooth and decays rapidly enough that the latter is defined. The harmonic mass can also be computed as a limit of the $C^0$ local mass introduced by Burkhardt-Guim. Our main result is a positive mass theorem: the harmonic mass satisfies $m(g)\geq 0$ and if $m(g) = 0$ then $g$ is flat.,spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19123v1,metadata_abstract,791,792
2,n,108,2606.19115v1,math.PR; math.OA,title_abstract,n,"inite free perpetuities We introduce and study finite free perpetuities, defined as monic polynomial solutions of degree $n$ to the affine fixed-point equation \[ p(z) = \mathbb{E}\!\left[ A^{n}\,p\!\left(\frac{z-B}{A}\right)\mathbf{1}_{\{A\neq0\}} \right] + \mathbb{E}\!\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,123,124
49,z,15,2606.19115v1,math.PR; math.OA,title_abstract,z,"inite free perpetuities We introduce and study finite free perpetuities, defined as monic polynomial solutions of degree $n$ to the affine fixed-point equation \[ p(z) = \mathbb{E}\!\left[ A^{n}\,p\!\left(\frac{z-B}{A}\right)\mathbf{1}_{\{A\neq0\}} \right] + \mathbb{E}\!\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,166,167
51,\left,13,2606.19115v1,math.PR; math.OA,title_abstract,\left,"inite free perpetuities We introduce and study finite free perpetuities, defined as monic polynomial solutions of degree $n$ to the affine fixed-point equation \[ p(z) = \mathbb{E}\!\left[ A^{n}\,p\!\left(\frac{z-B}{A}\right)\mathbf{1}_{\{A\neq0\}} \right] + \mathbb{E}\!\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,183,188
49,z,15,2606.19115v1,math.PR; math.OA,title_abstract,z,"inite free perpetuities We introduce and study finite free perpetuities, defined as monic polynomial solutions of degree $n$ to the affine fixed-point equation \[ p(z) = \mathbb{E}\!\left[ A^{n}\,p\!\left(\frac{z-B}{A}\right)\mathbf{1}_{\{A\neq0\}} \right] + \mathbb{E}\!\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$. Equivalently, if $p(z)=\mathbb{E}[(z-X)^n]$, then $p$ encodes a truncated moment version of the classical perpetuity equation $X\stackrel{d}{=}AX+B$ with $X$ and $(A,B)$ independent.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,212,213
4,A,73,2606.19115v1,math.PR; math.OA,title_abstract,A,"inite free perpetuities We introduce and study finite free perpetuities, defined as monic polynomial solutions of degree $n$ to the affine fixed-point equation \[ p(z) = \mathbb{E}\!\left[ A^{n}\,p\!\left(\frac{z-B}{A}\right)\mathbf{1}_{\{A\neq0\}} \right] + \mathbb{E}\!\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$. Equivalently, if $p(z)=\mathbb{E}[(z-X)^n]$, then $p$ encodes a truncated moment version of the classical perpetuity equation $X\stackrel{d}{=}AX+B$ with $X$ and $(A,B)$ independent.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,240,241
53,\right,13,2606.19115v1,math.PR; math.OA,title_abstract,\right,"inite free perpetuities We introduce and study finite free perpetuities, defined as monic polynomial solutions of degree $n$ to the affine fixed-point equation \[ p(z) = \mathbb{E}\!\left[ A^{n}\,p\!\left(\frac{z-B}{A}\right)\mathbf{1}_{\{A\neq0\}} \right] + \mathbb{E}\!\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$. Equivalently, if $p(z)=\mathbb{E}[(z-X)^n]$, then $p$ encodes a truncated moment version of the classical perpetuity equation $X\stackrel{d}{=}AX+B$ with $X$ and $(A,B)$ independent.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,250,256
51,\left,13,2606.19115v1,math.PR; math.OA,title_abstract,\left,"inite free perpetuities We introduce and study finite free perpetuities, defined as monic polynomial solutions of degree $n$ to the affine fixed-point equation \[ p(z) = \mathbb{E}\!\left[ A^{n}\,p\!\left(\frac{z-B}{A}\right)\mathbf{1}_{\{A\neq0\}} \right] + \mathbb{E}\!\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$. Equivalently, if $p(z)=\mathbb{E}[(z-X)^n]$, then $p$ encodes a truncated moment version of the classical perpetuity equation $X\stackrel{d}{=}AX+B$ with $X$ and $(A,B)$ independent.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,272,277
49,z,15,2606.19115v1,math.PR; math.OA,title_abstract,z,"inite free perpetuities We introduce and study finite free perpetuities, defined as monic polynomial solutions of degree $n$ to the affine fixed-point equation \[ p(z) = \mathbb{E}\!\left[ A^{n}\,p\!\left(\frac{z-B}{A}\right)\mathbf{1}_{\{A\neq0\}} \right] + \mathbb{E}\!\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$. Equivalently, if $p(z)=\mathbb{E}[(z-X)^n]$, then $p$ encodes a truncated moment version of the classical perpetuity equation $X\stackrel{d}{=}AX+B$ with $X$ and $(A,B)$ independent.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,280,281
4,A,73,2606.19115v1,math.PR; math.OA,title_abstract,A,"inite free perpetuities We introduce and study finite free perpetuities, defined as monic polynomial solutions of degree $n$ to the affine fixed-point equation \[ p(z) = \mathbb{E}\!\left[ A^{n}\,p\!\left(\frac{z-B}{A}\right)\mathbf{1}_{\{A\neq0\}} \right] + \mathbb{E}\!\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$. Equivalently, if $p(z)=\mathbb{E}[(z-X)^n]$, then $p$ encodes a truncated moment version of the classical perpetuity equation $X\stackrel{d}{=}AX+B$ with $X$ and $(A,B)$ independent.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,300,301
53,\right,13,2606.19115v1,math.PR; math.OA,title_abstract,\right,"inite free perpetuities We introduce and study finite free perpetuities, defined as monic polynomial solutions of degree $n$ to the affine fixed-point equation \[ p(z) = \mathbb{E}\!\left[ A^{n}\,p\!\left(\frac{z-B}{A}\right)\mathbf{1}_{\{A\neq0\}} \right] + \mathbb{E}\!\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$. Equivalently, if $p(z)=\mathbb{E}[(z-X)^n]$, then $p$ encodes a truncated moment version of the classical perpetuity equation $X\stackrel{d}{=}AX+B$ with $X$ and $(A,B)$ independent.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,307,313
4,A,73,2606.19115v1,math.PR; math.OA,title_abstract,A,"inite free perpetuities We introduce and study finite free perpetuities, defined as monic polynomial solutions of degree $n$ to the affine fixed-point equation \[ p(z) = \mathbb{E}\!\left[ A^{n}\,p\!\left(\frac{z-B}{A}\right)\mathbf{1}_{\{A\neq0\}} \right] + \mathbb{E}\!\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$. Equivalently, if $p(z)=\mathbb{E}[(z-X)^n]$, then $p$ encodes a truncated moment version of the classical perpetuity equation $X\stackrel{d}{=}AX+B$ with $X$ and $(A,B)$ independent.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,326,327
19,B,30,2606.19115v1,math.PR; math.OA,title_abstract,B,"inite free perpetuities We introduce and study finite free perpetuities, defined as monic polynomial solutions of degree $n$ to the affine fixed-point equation \[ p(z) = \mathbb{E}\!\left[ A^{n}\,p\!\left(\frac{z-B}{A}\right)\mathbf{1}_{\{A\neq0\}} \right] + \mathbb{E}\!\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$. Equivalently, if $p(z)=\mathbb{E}[(z-X)^n]$, then $p$ encodes a truncated moment version of the classical perpetuity equation $X\stackrel{d}{=}AX+B$ with $X$ and $(A,B)$ independent.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,334,335
2,n,108,2606.19115v1,math.PR; math.OA,title_abstract,n,"\left[ A^{n}\,p\!\left(\frac{z-B}{A}\right)\mathbf{1}_{\{A\neq0\}} \right] + \mathbb{E}\!\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$. Equivalently, if $p(z)=\mathbb{E}[(z-X)^n]$, then $p$ encodes a truncated moment version of the classical perpetuity equation $X\stackrel{d}{=}AX+B$ with $X$ and $(A,B)$ independent. This places finite free perpetuities between classical perpetuities and free-probabilistic fixed-point laws.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,406,407
49,z,15,2606.19115v1,math.PR; math.OA,title_abstract,z,"\left(\frac{z-B}{A}\right)\mathbf{1}_{\{A\neq0\}} \right] + \mathbb{E}\!\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$. Equivalently, if $p(z)=\mathbb{E}[(z-X)^n]$, then $p$ encodes a truncated moment version of the classical perpetuity equation $X\stackrel{d}{=}AX+B$ with $X$ and $(A,B)$ independent. This places finite free perpetuities between classical perpetuities and free-probabilistic fixed-point laws.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,445,446
2,n,108,2606.19115v1,math.PR; math.OA,title_abstract,n,"\left(\frac{z-B}{A}\right)\mathbf{1}_{\{A\neq0\}} \right] + \mathbb{E}\!\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$. Equivalently, if $p(z)=\mathbb{E}[(z-X)^n]$, then $p$ encodes a truncated moment version of the classical perpetuity equation $X\stackrel{d}{=}AX+B$ with $X$ and $(A,B)$ independent. This places finite free perpetuities between classical perpetuities and free-probabilistic fixed-point laws.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,450,451
7,p,56,2606.19115v1,math.PR; math.OA,title_abstract,p,"\left(\frac{z-B}{A}\right)\mathbf{1}_{\{A\neq0\}} \right] + \mathbb{E}\!\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$. Equivalently, if $p(z)=\mathbb{E}[(z-X)^n]$, then $p$ encodes a truncated moment version of the classical perpetuity equation $X\stackrel{d}{=}AX+B$ with $X$ and $(A,B)$ independent. This places finite free perpetuities between classical perpetuities and free-probabilistic fixed-point laws.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,461,462
19,B,30,2606.19115v1,math.PR; math.OA,title_abstract,B,"\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$. Equivalently, if $p(z)=\mathbb{E}[(z-X)^n]$, then $p$ encodes a truncated moment version of the classical perpetuity equation $X\stackrel{d}{=}AX+B$ with $X$ and $(A,B)$ independent. This places finite free perpetuities between classical perpetuities and free-probabilistic fixed-point laws. We prove existence and uniqueness under weak conditions, and we identify a broad class of admissible pairs $(A,B)$ for which the resulting polynomial has only real, nonnegative zeros.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,556,557
16,X,32,2606.19115v1,math.PR; math.OA,title_abstract,X,"\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$. Equivalently, if $p(z)=\mathbb{E}[(z-X)^n]$, then $p$ encodes a truncated moment version of the classical perpetuity equation $X\stackrel{d}{=}AX+B$ with $X$ and $(A,B)$ independent. This places finite free perpetuities between classical perpetuities and free-probabilistic fixed-point laws. We prove existence and uniqueness under weak conditions, and we identify a broad class of admissible pairs $(A,B)$ for which the resulting polynomial has only real, nonnegative zeros.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,565,566
4,A,73,2606.19115v1,math.PR; math.OA,title_abstract,A,"\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$. Equivalently, if $p(z)=\mathbb{E}[(z-X)^n]$, then $p$ encodes a truncated moment version of the classical perpetuity equation $X\stackrel{d}{=}AX+B$ with $X$ and $(A,B)$ independent. This places finite free perpetuities between classical perpetuities and free-probabilistic fixed-point laws. We prove existence and uniqueness under weak conditions, and we identify a broad class of admissible pairs $(A,B)$ for which the resulting polynomial has only real, nonnegative zeros.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,574,575
19,B,30,2606.19115v1,math.PR; math.OA,title_abstract,B,"\left[ (z-B)^n\mathbf{1}_{\{A=0\}} \right], \] where $A$ and $B$ are complex-valued random variables with finite moments up to order $n$. Equivalently, if $p(z)=\mathbb{E}[(z-X)^n]$, then $p$ encodes a truncated moment version of the classical perpetuity equation $X\stackrel{d}{=}AX+B$ with $X$ and $(A,B)$ independent. This places finite free perpetuities between classical perpetuities and free-probabilistic fixed-point laws. We prove existence and uniqueness under weak conditions, and we identify a broad class of admissible pairs $(A,B)$ for which the resulting polynomial has only real, nonnegative zeros.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,576,577
4,A,73,2606.19115v1,math.PR; math.OA,title_abstract,A,"This places finite free perpetuities between classical perpetuities and free-probabilistic fixed-point laws. We prove existence and uniqueness under weak conditions, and we identify a broad class of admissible pairs $(A,B)$ for which the resulting polynomial has only real, nonnegative zeros. Our approach uses finite free additive and multiplicative convolutions together with a probabilistic representation via the $U$-transform. As a motivating example, we exhibit an explicit family of finite free perpetuities expressed in terms of Jacobi polynomials and show that their empirical root distributions converge to a free-beta-prime law.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,811,812
19,B,30,2606.19115v1,math.PR; math.OA,title_abstract,B,"This places finite free perpetuities between classical perpetuities and free-probabilistic fixed-point laws. We prove existence and uniqueness under weak conditions, and we identify a broad class of admissible pairs $(A,B)$ for which the resulting polynomial has only real, nonnegative zeros. Our approach uses finite free additive and multiplicative convolutions together with a probabilistic representation via the $U$-transform. As a motivating example, we exhibit an explicit family of finite free perpetuities expressed in terms of Jacobi polynomials and show that their empirical root distributions converge to a free-beta-prime law.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,813,814
70,U,5,2606.19115v1,math.PR; math.OA,title_abstract,U,"We prove existence and uniqueness under weak conditions, and we identify a broad class of admissible pairs $(A,B)$ for which the resulting polynomial has only real, nonnegative zeros. Our approach uses finite free additive and multiplicative convolutions together with a probabilistic representation via the $U$-transform. As a motivating example, we exhibit an explicit family of finite free perpetuities expressed in terms of Jacobi polynomials and show that their empirical root distributions converge to a free-beta-prime law.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19115v1,metadata_abstract,1011,1012
9,q,48,2606.19113v1,math.GT,title_abstract,q,"aximal universal invariants from finite quotients of Verma modules We construct a sequence of new universal quantum knot invariants that are lifts of both the semi-simple and non semi-simple $U_q(sl_2)$ quantum knot invariants. More specifically, for any level $\mathscr N$ we define a ""level $\mathscr N$ universal invariant"" $ \widetildeΩ_{\mathscr N}(L)$ arising from quantum traces on finite quotients of the generic Verma module over certain quotient rings.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,195,196
50,\mathscr,14,2606.19113v1,math.GT,title_abstract,\mathscr,"aximal universal invariants from finite quotients of Verma modules We construct a sequence of new universal quantum knot invariants that are lifts of both the semi-simple and non semi-simple $U_q(sl_2)$ quantum knot invariants. More specifically, for any level $\mathscr N$ we define a ""level $\mathscr N$ universal invariant"" $ \widetildeΩ_{\mathscr N}(L)$ arising from quantum traces on finite quotients of the generic Verma module over certain quotient rings. We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,263,271
12,N,39,2606.19113v1,math.GT,title_abstract,N,"aximal universal invariants from finite quotients of Verma modules We construct a sequence of new universal quantum knot invariants that are lifts of both the semi-simple and non semi-simple $U_q(sl_2)$ quantum knot invariants. More specifically, for any level $\mathscr N$ we define a ""level $\mathscr N$ universal invariant"" $ \widetildeΩ_{\mathscr N}(L)$ arising from quantum traces on finite quotients of the generic Verma module over certain quotient rings. We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,272,273
50,\mathscr,14,2606.19113v1,math.GT,title_abstract,\mathscr,"aximal universal invariants from finite quotients of Verma modules We construct a sequence of new universal quantum knot invariants that are lifts of both the semi-simple and non semi-simple $U_q(sl_2)$ quantum knot invariants. More specifically, for any level $\mathscr N$ we define a ""level $\mathscr N$ universal invariant"" $ \widetildeΩ_{\mathscr N}(L)$ arising from quantum traces on finite quotients of the generic Verma module over certain quotient rings. We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,295,303
12,N,39,2606.19113v1,math.GT,title_abstract,N,"aximal universal invariants from finite quotients of Verma modules We construct a sequence of new universal quantum knot invariants that are lifts of both the semi-simple and non semi-simple $U_q(sl_2)$ quantum knot invariants. More specifically, for any level $\mathscr N$ we define a ""level $\mathscr N$ universal invariant"" $ \widetildeΩ_{\mathscr N}(L)$ arising from quantum traces on finite quotients of the generic Verma module over certain quotient rings. We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,304,305
50,\mathscr,14,2606.19113v1,math.GT,title_abstract,\mathscr,"aximal universal invariants from finite quotients of Verma modules We construct a sequence of new universal quantum knot invariants that are lifts of both the semi-simple and non semi-simple $U_q(sl_2)$ quantum knot invariants. More specifically, for any level $\mathscr N$ we define a ""level $\mathscr N$ universal invariant"" $ \widetildeΩ_{\mathscr N}(L)$ arising from quantum traces on finite quotients of the generic Verma module over certain quotient rings. We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,343,351
